City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description,Country,Date
526,Matamoros,25.5333,-103.25,93.2,5,1,3.74,clear sky,MX,2021-04-10 21:32:26
527,Karratha,-20.7377,116.8463,82.72,76,69,12.84,broken clouds,AU,2021-04-10 21:32:55
528,Pacifica,37.6138,-122.4869,57.0,67,1,19.57,haze,US,2021-04-10 21:32:56
529,Kamenka,51.3223,42.7678,37.99,90,88,11.79,overcast clouds,RU,2021-04-10 21:32:56
530,Boralday,43.3578,76.8594,46.4,66,40,4.47,scattered clouds,KZ,2021-04-10 21:32:57
531,Svolvaer,68.2342,14.5683,36.0,81,100,8.01,light rain,NO,2021-04-10 21:32:57
532,Nador,35.174,-2.9287,60.8,88,0,1.3,clear sky,MA,2021-04-10 21:32:33
533,Trenggalek,-8.05,111.7167,75.47,92,82,1.23,broken clouds,ID,2021-04-10 21:32:57
534,Kerrville,30.0474,-99.1403,79.0,13,1,8.05,clear sky,US,2021-04-10 21:32:58
535,Tchollire,8.4022,14.1698,83.16,42,55,4.38,broken clouds,CM,2021-04-10 21:32:58
536,Dicabisagan,17.0818,122.4157,73.87,83,96,5.19,overcast clouds,PH,2021-04-10 21:32:58
537,Aosta,45.7667,7.4167,43.0,82,100,3.15,light rain,IT,2021-04-10 21:32:59
538,Sobolevo,54.4299,31.8996,40.24,70,17,10.38,few clouds,RU,2021-04-10 21:32:59
539,Itarema,-2.9248,-39.9167,80.74,80,49,14.16,scattered clouds,BR,2021-04-10 21:32:59
540,Coahuayana,18.7333,-103.6833,87.8,35,1,8.63,clear sky,MX,2021-04-10 21:33:00
541,General Roca,-39.0333,-67.5833,68.0,49,20,6.91,few clouds,AR,2021-04-10 21:33:00
542,Isla Mujeres,21.2311,-86.731,86.0,70,75,13.8,broken clouds,MX,2021-04-10 21:29:01
543,Havoysund,70.9963,24.6622,32.0,64,90,14.97,light snow,NO,2021-04-10 21:33:01
544,Zhezkazgan,47.8043,67.7144,39.36,69,8,25.86,clear sky,KZ,2021-04-10 21:33:01
545,Turbat,26.0023,63.044,76.44,40,0,3.42,clear sky,PK,2021-04-10 21:33:01
546,Saint-Joseph,-21.3667,55.6167,78.8,69,0,3.44,light rain,RE,2021-04-10 21:33:02
547,Severodvinsk,64.5635,39.8302,39.2,75,40,6.71,scattered clouds,RU,2021-04-10 21:33:02
548,Kamaishi,39.2667,141.8833,43.86,45,0,3.53,clear sky,JP,2021-04-10 21:33:03
549,Moyale,3.5167,39.0584,68.74,74,65,4.59,light rain,KE,2021-04-10 21:33:03
550,Malyye Derbety,47.9547,44.6808,47.8,88,100,6.4,light rain,RU,2021-04-10 21:33:03
551,Oystese,60.3882,6.1925,34.0,93,69,1.99,broken clouds,NO,2021-04-10 21:33:04
552,Serowe,-22.3833,26.7167,63.41,57,0,4.32,clear sky,BW,2021-04-10 21:33:04
553,Escarcega,18.6089,-90.7454,106.81,16,20,2.77,few clouds,MX,2021-04-10 21:31:14
554,Quelimane,-17.8786,36.8883,75.2,88,75,2.3,light rain,MZ,2021-04-10 21:32:20
555,Magadan,59.5667,150.8,11.64,70,77,10.33,broken clouds,RU,2021-04-10 21:33:05
556,Auki,-8.7676,160.7034,80.46,80,100,4.32,moderate rain,SB,2021-04-10 21:33:05
557,Fort Nelson,58.8053,-122.7002,19.4,49,75,0.65,broken clouds,CA,2021-04-10 21:33:06
558,Caraballeda,10.6112,-66.8522,73.99,88,94,7.31,light rain,VE,2021-04-10 21:32:08
559,Nakasongola,1.3089,32.4564,65.61,92,100,5.12,light rain,UG,2021-04-10 21:33:06
560,Morgan City,29.6994,-91.2068,73.4,83,90,6.91,overcast clouds,US,2021-04-10 21:33:06
561,Victor Harbor,-35.5667,138.6167,59.0,66,100,8.99,overcast clouds,AU,2021-04-10 21:33:07
562,Kundian,32.4587,71.4775,73.76,32,53,7.54,broken clouds,PK,2021-04-10 21:33:07
563,Isangel,-19.55,169.2667,82.4,78,75,9.22,broken clouds,VU,2021-04-10 21:33:07
564,Altay,47.8667,88.1167,34.07,38,0,10.38,clear sky,CN,2021-04-10 21:33:08
565,Kavaratti,10.5669,72.642,82.17,73,3,6.87,clear sky,IN,2021-04-10 21:33:08
566,Irkutsk,52.2978,104.2964,24.8,63,0,13.42,clear sky,RU,2021-04-10 21:31:20
567,Cayeli,41.0923,40.7292,44.8,87,100,2.39,overcast clouds,TR,2021-04-10 21:33:08
568,Richards Bay,-28.783,32.0377,70.34,84,0,10.25,clear sky,ZA,2021-04-10 21:33:09
569,Raudeberg,61.9875,5.1352,33.8,93,75,8.05,broken clouds,NO,2021-04-10 21:33:09
570,Sandwick,60.0,-1.25,32.0,86,40,4.61,scattered clouds,GB,2021-04-10 21:33:09
571,Sturgis,41.7992,-85.4192,62.6,94,90,10.36,light rain,US,2021-04-10 21:33:10
572,Korla,41.7597,86.1469,53.87,47,0,6.31,clear sky,CN,2021-04-10 21:33:10
573,Sabha,27.0377,14.4283,71.22,26,67,22.17,broken clouds,LY,2021-04-10 21:33:11
574,Kincardine,56.0667,-3.7167,33.8,86,75,3.44,broken clouds,GB,2021-04-10 21:33:11
575,Churapcha,62.0025,132.4325,12.0,93,100,13.78,light snow,RU,2021-04-10 21:33:11
576,Vostok,46.4856,135.8833,35.26,55,66,5.19,broken clouds,RU,2021-04-10 21:33:12
577,Aksarka,66.5606,67.7975,27.0,89,94,11.77,overcast clouds,RU,2021-04-10 21:33:12
578,Ayan,56.45,138.1667,26.29,94,100,8.28,light snow,RU,2021-04-10 21:33:12
579,Lekoni,-1.5843,14.2591,76.03,83,100,3.85,light rain,GA,2021-04-10 21:33:13
580,Mwinilunga,-11.7358,24.4293,59.86,94,91,2.98,overcast clouds,ZM,2021-04-10 21:33:13
581,Walvis Bay,-22.9575,14.5053,82.02,32,0,8.03,clear sky,NA,2021-04-10 21:33:13
582,Montepuez,-13.1256,38.9997,67.48,98,100,4.79,overcast clouds,MZ,2021-04-10 21:33:14
583,Ulaanbaatar,47.9077,106.8832,30.2,86,40,6.71,light snow,MN,2021-04-10 21:29:57
584,Milyutinskaya,48.6279,41.6679,39.76,92,85,10.47,overcast clouds,RU,2021-04-10 21:33:14
585,Bago,17.3367,96.4797,78.8,94,20,4.61,few clouds,MM,2021-04-10 21:33:14
586,Culebra,18.303,-65.301,80.6,47,1,11.5,clear sky,PR,2021-04-10 21:33:15
587,Sao Paulo De Olivenca,-3.3783,-68.8725,76.91,94,99,2.19,overcast clouds,BR,2021-04-10 21:33:15
588,Okhotsk,59.3833,143.3,22.98,79,100,26.13,overcast clouds,RU,2021-04-10 21:33:15
589,Lufilufi,-13.8745,-171.5986,89.6,62,20,4.61,few clouds,WS,2021-04-10 21:33:16
590,Zelenoborsk,61.4669,64.0333,33.37,98,100,5.48,light rain,RU,2021-04-10 21:33:16
591,Anahuac,27.2333,-100.15,87.8,25,1,8.05,clear sky,MX,2021-04-10 21:33:16
592,Contamana,-7.3333,-75.0167,80.1,88,68,1.21,heavy intensity rain,PE,2021-04-10 21:33:17
593,Maceio,-9.6658,-35.7353,71.6,100,75,6.91,broken clouds,BR,2021-04-10 21:32:43
594,Santa Isabel,-23.3156,-46.2214,78.8,41,0,4.61,clear sky,BR,2021-04-10 21:33:17
595,Obihiro,42.9172,143.2044,40.42,49,89,3.42,overcast clouds,JP,2021-04-10 21:33:17
596,Atbasar,51.8,68.3333,28.33,90,6,9.82,clear sky,KZ,2021-04-10 21:33:18
597,Chapais,49.7834,-74.8492,64.4,52,1,9.22,clear sky,CA,2021-04-10 21:33:18
598,Kanniyakumari,8.0833,77.5667,81.28,73,2,2.51,clear sky,IN,2021-04-10 21:33:18
599,Bonavista,48.6499,-53.1147,32.0,93,100,8.05,moderate rain,CA,2021-04-10 21:33:19
600,Dunedin,-45.8742,170.5036,62.53,65,44,6.53,scattered clouds,NZ,2021-04-10 21:32:46
601,Santiago Del Estero,-27.7951,-64.2615,64.94,66,92,22.5,overcast clouds,AR,2021-04-10 21:33:19
602,Falam,22.9167,93.6833,60.33,68,38,3.69,scattered clouds,MM,2021-04-10 21:33:20
603,Danshui,22.7984,114.4672,72.0,75,28,6.4,scattered clouds,CN,2021-04-10 21:33:20
604,Suntar,62.1444,117.6319,7.72,91,100,8.43,overcast clouds,RU,2021-04-10 21:33:20
605,Honiara,-9.4333,159.95,81.3,81,98,4.23,moderate rain,SB,2021-04-10 21:33:21
606,Boyolangu,-8.1181,111.8935,74.89,92,72,1.28,broken clouds,ID,2021-04-10 21:33:21
607,Quatre Cocos,-20.2078,57.7625,80.01,83,40,12.66,scattered clouds,MU,2021-04-10 21:33:22
608,San Carlos De Bariloche,-41.1456,-71.3082,59.0,47,20,28.77,few clouds,AR,2021-04-10 21:33:22
609,Palkino,57.5409,28.0126,30.2,93,0,3.98,fog,RU,2021-04-10 21:33:22
610,Rio De Jesus,7.9844,-81.1631,84.34,65,83,9.26,broken clouds,PA,2021-04-10 21:33:23
611,Ahipara,-35.1667,173.1667,69.28,79,6,2.86,clear sky,NZ,2021-04-10 21:33:23
612,Mogadishu,2.0371,45.3438,82.29,74,47,11.16,scattered clouds,SO,2021-04-10 21:33:23
613,Porto Santo,33.072,-16.3415,64.4,88,40,6.91,scattered clouds,PT,2021-04-10 21:33:24
614,Likasi,-10.9814,26.7333,61.05,83,100,3.13,overcast clouds,CD,2021-04-10 21:33:24
615,Marzuq,14.4,46.4667,66.97,28,0,6.15,clear sky,YE,2021-04-10 21:33:24
616,Tancitaro,19.3333,-102.3667,80.6,28,1,11.5,clear sky,MX,2021-04-10 21:33:25
617,Pingdingshan,33.7385,113.3012,52.95,63,100,2.33,overcast clouds,CN,2021-04-10 21:33:25
618,Qasigiannguit,68.8193,-51.1922,21.2,86,90,3.4,overcast clouds,GL,2021-04-10 21:33:25
619,San Angelo,31.4638,-100.437,78.01,13,1,4.21,clear sky,US,2021-04-10 21:31:07
620,Eydhafushi,5.1033,73.0708,82.8,71,3,7.99,clear sky,MV,2021-04-10 21:33:26
621,Ukmerge,55.25,24.75,46.0,81,90,2.3,overcast clouds,LT,2021-04-10 21:33:26
622,Upata,8.0086,-62.3989,76.42,78,100,5.41,overcast clouds,VE,2021-04-10 21:33:26
623,Suriapet,17.15,79.6167,77.0,82,40,4.88,scattered clouds,IN,2021-04-10 21:33:27
624,Barra,-11.0894,-43.1417,80.98,52,79,10.11,broken clouds,BR,2021-04-10 21:33:27
625,Kaduqli,11.0167,29.7167,86.4,9,97,10.4,overcast clouds,SD,2021-04-10 21:33:28
626,San Andres,12.5847,-81.7006,84.2,74,90,11.5,overcast clouds,CO,2021-04-10 21:33:28
627,Neverkino,52.7854,46.7417,38.01,99,96,8.25,overcast clouds,RU,2021-04-10 21:33:28
628,Yevpatoriya,45.1972,33.3558,46.99,49,55,13.85,broken clouds,UA,2021-04-10 21:33:29
629,Filingue,14.3521,3.3168,91.22,6,16,7.43,few clouds,NE,2021-04-10 21:33:29
630,Torquay,50.4638,-3.5143,42.01,1,58,10.8,broken clouds,GB,2021-04-10 21:33:29
631,Ous,60.9058,61.5186,34.2,99,100,4.65,moderate rain,RU,2021-04-10 21:33:30
632,Lima,-12.0432,-77.0282,75.0,73,75,4.61,broken clouds,PE,2021-04-10 21:32:59
633,Starokozache,46.3372,29.9853,37.4,60,0,5.19,clear sky,UA,2021-04-10 21:33:30
634,Chapada Dos Guimaraes,-15.4606,-55.7497,86.0,66,40,5.75,scattered clouds,BR,2021-04-10 21:33:31
635,Oistins,13.0667,-59.5333,78.8,65,20,9.22,volcanic ash,BB,2021-04-10 21:28:47
636,Severomuysk,56.1481,113.4267,-9.71,94,75,4.27,broken clouds,RU,2021-04-10 21:33:31
637,Antofagasta,-23.65,-70.4,72.0,72,40,13.8,scattered clouds,CL,2021-04-10 21:33:32
638,Deputatskiy,69.3,139.9,-14.6,90,9,1.86,clear sky,RU,2021-04-10 21:33:32
639,Copala,16.65,-98.9833,85.19,51,0,11.81,clear sky,MX,2021-04-10 21:33:32
640,Bahia De Caraquez,-0.6,-80.4167,84.2,79,20,5.75,few clouds,EC,2021-04-10 21:33:33
641,Agadez,19.75,10.25,82.87,5,0,6.71,clear sky,NE,2021-04-10 21:33:33
642,Iracoubo,5.4802,-53.2011,78.33,83,61,6.73,broken clouds,GF,2021-04-10 21:33:33
643,Porto Nacional,-10.7081,-48.4172,82.4,65,40,4.61,scattered clouds,BR,2021-04-10 21:33:34
644,Keroka,-0.7758,34.9453,54.75,97,100,3.36,overcast clouds,KE,2021-04-10 21:33:34
645,Riachao,-7.3619,-46.6172,77.47,64,75,0.81,broken clouds,BR,2021-04-10 21:33:34
646,Samarai,-10.6167,150.6667,81.46,70,96,11.52,overcast clouds,PG,2021-04-10 21:33:35
647,Bahir Dar,11.5936,37.3908,76.5,29,75,5.99,broken clouds,ET,2021-04-10 21:33:35
648,Garowe,8.4054,48.4845,71.49,72,0,7.9,clear sky,SO,2021-04-10 21:33:35
649,Inegol,40.0781,29.5133,35.6,75,0,2.3,clear sky,TR,2021-04-10 21:33:36
650,Banjar,-8.19,114.9675,78.8,89,40,3.44,scattered clouds,ID,2021-04-10 21:33:36
651,Orange Cove,36.6244,-119.3137,75.0,37,11,5.26,few clouds,US,2021-04-10 21:33:36
652,Alice Springs,-23.7,133.8833,57.99,71,0,4.61,clear sky,AU,2021-04-10 21:31:14
653,Matay,28.419,30.7792,54.01,43,0,12.86,clear sky,EG,2021-04-10 21:33:37
654,Vestmannaeyjar,63.4427,-20.2734,36.57,97,100,7.05,light rain,IS,2021-04-10 21:33:37
655,Treuchtlingen,48.95,10.9167,50.0,66,75,2.3,broken clouds,DE,2021-04-10 21:33:37
656,Bismarck,46.8083,-100.7837,69.8,16,1,11.5,clear sky,US,2021-04-10 21:29:02
657,Nokaneng,-19.6667,22.2667,67.89,42,0,6.51,clear sky,BW,2021-04-10 21:33:38
658,Alyangula,-13.8483,136.4192,71.6,100,97,4.61,overcast clouds,AU,2021-04-10 21:33:38
659,Junction City,39.0286,-96.8314,64.99,42,20,10.36,few clouds,US,2021-04-10 21:33:38
660,La Rochelle,46.1667,-1.15,55.4,88,75,6.91,broken clouds,FR,2021-04-10 21:33:39
661,Pitimbu,-7.4706,-34.8086,77.0,100,75,6.91,broken clouds,BR,2021-04-10 21:33:39
662,Severnyy,50.677,36.5532,41.0,52,0,4.47,clear sky,RU,2021-04-10 21:33:40
663,Tezpur,26.6333,92.8,72.05,64,1,6.55,clear sky,IN,2021-04-10 21:33:40
664,Rasra,25.85,83.85,79.16,8,0,7.09,clear sky,IN,2021-04-10 21:30:28
665,Naze,28.3667,129.4833,62.56,67,99,20.13,overcast clouds,JP,2021-04-10 21:31:04
666,Husavik,66.0449,-17.3389,28.4,64,0,5.75,clear sky,IS,2021-04-10 21:33:41
667,Pangody,65.85,74.4859,30.33,92,87,10.8,overcast clouds,RU,2021-04-10 21:33:41
668,Tezu,27.9167,96.1667,66.4,85,86,6.6,light rain,IN,2021-04-10 21:33:41
669,Kununurra,-15.7667,128.7333,68.0,94,100,1.74,overcast clouds,AU,2021-04-10 21:33:42
670,Khani,41.9563,42.9566,44.6,93,75,2.3,broken clouds,GE,2021-04-10 21:33:42
671,Puerto Colombia,10.9878,-74.9547,78.8,89,75,6.91,drizzle,CO,2021-04-10 21:33:42
672,Kuragino,53.8975,92.6725,21.79,92,16,1.9,few clouds,RU,2021-04-10 21:33:43
673,Bunbury,-33.3333,115.6333,57.99,80,100,1.99,light rain,AU,2021-04-10 21:33:43
674,Matata,-37.8833,176.75,69.01,99,64,4.0,broken clouds,NZ,2021-04-10 21:33:44
675,Goundam,16.4145,-3.6708,89.31,7,0,10.16,clear sky,ML,2021-04-10 21:33:44
676,Hailar,49.2,119.7,33.15,37,33,5.97,scattered clouds,CN,2021-04-10 21:33:44
677,Codrington,-38.2667,141.9667,52.07,65,100,22.82,overcast clouds,AU,2021-04-10 21:33:45
678,Doha,25.2867,51.5333,77.0,78,0,2.3,clear sky,QA,2021-04-10 21:33:23
679,Beyneu,45.3167,55.2,60.6,37,33,21.09,scattered clouds,KZ,2021-04-10 21:33:45
680,Ishinomaki,38.4167,141.3,33.8,75,0,1.14,clear sky,JP,2021-04-10 21:30:36
681,Quzhou,28.9594,118.8686,55.96,87,100,5.86,light rain,CN,2021-04-10 21:31:12
682,Klaksvik,62.2266,-6.589,28.4,93,75,16.11,light intensity drizzle,FO,2021-04-10 21:33:46
683,Emba,48.8264,58.1442,42.93,74,16,13.58,few clouds,KZ,2021-04-10 21:33:46
684,Alangayam,12.6,78.75,69.66,91,0,2.06,clear sky,IN,2021-04-10 21:33:46
685,Ust-Shonosha,61.1531,41.343,38.55,78,100,14.47,overcast clouds,RU,2021-04-10 21:33:47
686,Iskilip,40.7353,34.4739,33.6,78,99,6.76,light snow,TR,2021-04-10 21:33:47
687,Las Vegas,36.175,-115.1372,84.99,6,1,5.75,clear sky,US,2021-04-10 21:32:14
688,Ostersund,63.1792,14.6357,28.4,74,40,11.5,scattered clouds,SE,2021-04-10 21:33:47
689,Vinh,18.6667,105.6667,72.77,91,70,1.41,broken clouds,VN,2021-04-10 21:33:48
