City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description,Country,Date
260,Zaraza,9.3503,-65.3245,83.59,62,100,9.15,overcast clouds,VE,2021-04-10 21:31:25
261,Gander,48.9682,-54.5906,30.2,93,90,23.02,snow,CA,2021-04-10 21:31:26
262,Padang,-0.9492,100.3543,77.0,94,40,2.3,scattered clouds,ID,2021-04-10 21:31:26
263,Iqaluit,63.7506,-68.5145,23.0,86,90,13.8,overcast clouds,CA,2021-04-10 21:31:26
264,Adrar,20.5022,-10.0711,80.31,19,2,13.27,clear sky,MR,2021-04-10 21:31:27
265,Havre-Saint-Pierre,50.2334,-63.5986,41.0,38,90,10.36,overcast clouds,CA,2021-04-10 21:31:27
266,Krasnoselkup,65.7,82.4667,32.7,85,100,9.66,overcast clouds,RU,2021-04-10 21:31:27
267,Point Pleasant,40.0832,-74.0682,66.99,72,20,9.22,few clouds,US,2021-04-10 21:31:28
268,Santiago,-33.4569,-70.6483,72.0,24,0,6.91,clear sky,CL,2021-04-10 21:29:57
269,Vilanova Del Cami,41.5717,1.6375,52.0,89,28,1.01,scattered clouds,ES,2021-04-10 21:31:29
270,Kitimat,54.0524,-128.6534,42.01,62,97,1.99,overcast clouds,CA,2021-04-10 21:31:29
271,Tual,-5.6667,132.75,83.19,62,100,8.21,overcast clouds,ID,2021-04-10 21:31:29
272,Margate,51.3813,1.3862,41.0,78,100,7.0,light rain,GB,2021-04-10 21:30:28
273,Roth,49.245,11.0911,50.0,76,0,5.75,clear sky,DE,2021-04-10 21:31:30
274,Orlik,52.5178,99.825,13.06,88,64,3.06,broken clouds,RU,2021-04-10 21:31:30
275,Nouadhibou,20.931,-17.0347,69.8,64,46,16.11,scattered clouds,MR,2021-04-10 21:31:30
276,Binzhou,37.3667,118.0167,50.22,64,93,7.74,overcast clouds,CN,2021-04-10 21:31:31
277,Goma,-1.6792,29.2228,63.41,90,100,1.5,light rain,CD,2021-04-10 21:31:31
278,Cascais,38.6979,-9.4215,60.01,94,40,3.44,scattered clouds,PT,2021-04-10 21:31:31
279,Salamiyah,35.0113,37.0532,45.3,76,60,16.96,broken clouds,SY,2021-04-10 21:31:32
280,Avera,33.194,-82.5271,69.8,94,90,10.36,overcast clouds,US,2021-04-10 21:31:32
281,Beringovskiy,63.05,179.3167,7.54,92,100,21.88,light snow,RU,2021-04-10 21:31:32
282,Fortuna,40.5982,-124.1573,57.0,71,75,19.57,broken clouds,US,2021-04-10 21:31:33
283,Machali,-34.1833,-70.6667,68.0,42,0,6.91,clear sky,CL,2021-04-10 21:31:33
284,Xingyi,24.1877,102.817,54.81,96,7,3.69,clear sky,CN,2021-04-10 21:31:33
285,Morondava,-20.2833,44.2833,78.04,72,100,7.78,overcast clouds,MG,2021-04-10 21:31:34
286,Usevya,-7.1,31.2333,64.9,94,100,3.94,overcast clouds,TZ,2021-04-10 21:31:34
287,Hay River,60.8156,-115.7999,5.0,66,100,9.22,overcast clouds,CA,2021-04-10 21:31:34
288,Luganville,-15.5333,167.1667,78.91,82,100,4.18,overcast clouds,VU,2021-04-10 21:31:35
289,Moerai,-22.4333,-151.3333,78.75,78,99,14.34,overcast clouds,PF,2021-04-10 21:31:35
290,Kushmurun,52.4503,64.6311,30.99,95,95,5.37,overcast clouds,KZ,2021-04-10 21:31:35
291,Tobol,52.6844,62.5794,31.75,98,90,6.13,overcast clouds,KZ,2021-04-10 21:31:36
292,San Quintin,30.4833,-115.95,65.73,67,65,16.82,broken clouds,MX,2021-04-10 21:31:36
293,Santa Ines,-3.6667,-45.38,78.35,83,100,2.24,overcast clouds,BR,2021-04-10 21:28:07
294,Kulhudhuffushi,6.6221,73.07,82.51,69,5,2.84,clear sky,MV,2021-04-10 21:31:37
295,Muzhi,65.3667,64.6667,28.0,88,5,9.44,clear sky,RU,2021-04-10 21:31:37
296,Grafton,42.207,-71.6856,71.6,43,1,13.8,clear sky,US,2021-04-10 21:31:37
297,Whitehorse,60.7161,-135.0538,3.99,43,75,5.75,broken clouds,CA,2021-04-10 21:28:08
298,Faro,37.0194,-7.9322,62.6,94,75,9.22,broken clouds,PT,2021-04-10 21:31:38
299,Eldoret,0.5204,35.2699,60.8,88,75,2.3,light rain,KE,2021-04-10 21:31:38
300,Grindavik,63.8424,-22.4338,33.8,93,90,11.5,overcast clouds,IS,2021-04-10 21:31:39
301,Diffa,13.3154,12.6113,87.01,11,90,6.69,overcast clouds,NE,2021-04-10 21:31:39
302,Eyl,7.9803,49.8164,79.02,69,3,9.42,clear sky,SO,2021-04-10 21:29:08
303,Moose Factory,51.2585,-80.6094,57.2,77,90,5.75,overcast clouds,CA,2021-04-10 21:31:39
304,Barrow,71.2906,-156.7887,-9.4,70,1,11.5,clear sky,US,2021-04-10 21:31:04
305,Awjilah,29.1081,21.2869,60.13,26,53,8.34,broken clouds,LY,2021-04-10 21:31:40
306,Luderitz,-26.6481,15.1594,72.46,53,0,6.93,clear sky,NA,2021-04-10 21:31:40
307,Shambu,9.5667,37.1,60.26,27,67,1.7,broken clouds,ET,2021-04-10 21:31:40
308,Charyshskoye,51.3978,83.5598,24.96,89,7,5.66,clear sky,RU,2021-04-10 21:31:41
309,Rovaniemi,66.5,25.7167,28.4,93,90,10.36,overcast clouds,FI,2021-04-10 21:31:41
310,Waitati,-45.75,170.5667,65.05,58,28,2.8,scattered clouds,NZ,2021-04-10 21:31:41
311,San Patricio,28.017,-97.5169,89.6,33,1,9.22,clear sky,US,2021-04-10 21:31:42
312,Longyearbyen,78.2186,15.6401,21.2,68,75,19.57,broken clouds,SJ,2021-04-10 21:31:42
313,Acarau,-2.8856,-40.12,80.91,80,58,15.01,broken clouds,BR,2021-04-10 21:31:42
314,Omboue,-1.5746,9.2618,78.8,86,100,4.05,overcast clouds,GA,2021-04-10 21:31:43
315,Coos Bay,43.3665,-124.2179,53.01,58,40,14.97,scattered clouds,US,2021-04-10 21:31:43
316,Muros,42.7762,-9.0603,55.0,83,98,13.94,overcast clouds,ES,2021-04-10 21:31:43
317,Rongcheng,30.634,117.8517,57.02,75,100,1.28,moderate rain,CN,2021-04-10 21:31:44
318,Maningrida,-12.0667,134.2667,76.59,88,85,2.86,overcast clouds,AU,2021-04-10 21:31:44
319,Barquisimeto,10.0739,-69.3228,82.4,54,75,6.91,broken clouds,VE,2021-04-10 21:31:45
320,Sibolga,1.7427,98.7792,75.7,89,83,2.13,broken clouds,ID,2021-04-10 21:31:45
321,Goderich,43.7501,-81.7165,73.4,43,100,2.3,overcast clouds,CA,2021-04-10 21:31:45
322,Chisinau,47.0056,28.8575,42.8,45,0,5.75,light rain,MD,2021-04-10 21:31:46
323,Saurimo,-9.6608,20.3916,60.08,98,86,3.65,overcast clouds,AO,2021-04-10 21:31:46
324,Nuuk,64.1835,-51.7216,28.4,93,90,8.05,overcast clouds,GL,2021-04-10 21:31:46
325,Sisimiut,66.9395,-53.6735,26.76,82,100,3.62,overcast clouds,GL,2021-04-10 21:31:47
326,Georgiyevka,43.0369,74.7114,48.2,71,0,6.71,mist,KZ,2021-04-10 21:31:47
327,Salalah,17.0151,54.0924,80.6,74,20,3.44,few clouds,OM,2021-04-10 21:31:47
328,Duiwelskloof,-23.6934,30.14,62.51,74,0,2.15,clear sky,ZA,2021-04-10 21:31:48
329,Obala,4.1667,11.5333,73.4,83,20,3.83,light rain,CM,2021-04-10 21:31:48
330,Middle Island,40.8843,-72.9373,61.0,67,1,9.22,clear sky,US,2021-04-10 21:31:48
331,Port Blair,11.6667,92.75,78.8,89,20,2.3,mist,IN,2021-04-10 21:31:49
332,Kuruman,-27.4524,23.4325,70.59,36,0,3.38,clear sky,ZA,2021-04-10 21:31:49
333,Albanel,48.8832,-72.4487,60.8,41,100,9.22,overcast clouds,CA,2021-04-10 21:27:54
334,Touros,-5.1989,-35.4608,78.8,83,75,6.91,broken clouds,BR,2021-04-10 21:31:49
335,Krasnovishersk,60.4078,57.082,34.11,99,100,2.48,moderate rain,RU,2021-04-10 21:31:50
336,Yining,29.0361,114.5636,56.08,97,89,1.92,overcast clouds,CN,2021-04-10 21:31:50
337,Cayenne,4.9333,-52.3333,77.0,94,90,5.75,light rain,GF,2021-04-10 21:31:50
338,Guozhen,34.3659,107.359,52.34,91,100,0.98,overcast clouds,CN,2021-04-10 21:31:51
339,Kuala Terengganu,5.3302,103.1408,78.8,94,20,1.14,light rain,MY,2021-04-10 21:31:51
340,Dutse,11.7594,9.3392,85.68,7,98,7.14,overcast clouds,NG,2021-04-10 21:31:51
341,General Pico,-35.6566,-63.7568,53.42,92,100,15.61,overcast clouds,AR,2021-04-10 21:31:52
342,Aklavik,68.2191,-135.0107,-4.0,54,20,11.5,few clouds,CA,2021-04-10 21:31:52
343,Vardo,70.3705,31.1107,31.3,69,41,16.24,scattered clouds,NO,2021-04-10 21:31:53
344,Praia Da Vitoria,38.7333,-27.0667,61.0,94,75,18.86,broken clouds,PT,2021-04-10 21:31:53
345,Ponta Delgada,37.7333,-25.6667,62.6,94,75,9.22,mist,PT,2021-04-10 21:31:53
346,Pathankot,32.2833,75.65,69.13,20,3,6.53,clear sky,IN,2021-04-10 21:31:54
347,Beaverlodge,55.2166,-119.4361,23.0,68,75,23.02,broken clouds,CA,2021-04-10 21:31:54
348,Jiwani,25.05,61.7417,78.15,71,0,8.48,clear sky,PK,2021-04-10 21:31:54
349,Sur,22.5667,59.5289,80.06,63,1,10.76,clear sky,OM,2021-04-10 21:31:55
350,Ajdabiya,30.7554,20.2263,61.12,32,34,8.86,scattered clouds,LY,2021-04-10 21:31:55
351,The Valley,18.217,-63.0578,82.4,50,20,9.22,few clouds,AI,2021-04-10 21:31:55
352,Lodja,-3.4833,23.4333,71.53,89,100,2.77,overcast clouds,CD,2021-04-10 21:27:55
353,San Felix,-32.3333,-58.1333,75.47,91,70,6.8,light rain,UY,2021-04-10 21:31:56
354,Faanui,-16.4833,-151.75,82.02,71,69,10.78,broken clouds,PF,2021-04-10 21:31:56
355,Thai Nguyen,21.5928,105.8442,68.0,100,90,3.44,light intensity drizzle,VN,2021-04-10 21:31:57
356,Shaoyang,27.2315,111.4525,55.47,95,100,2.53,light rain,CN,2021-04-10 21:31:57
357,Namibe,-15.1961,12.1522,78.78,73,16,6.53,few clouds,AO,2021-04-10 21:31:57
358,Raton,36.9034,-104.4391,66.0,7,1,4.88,clear sky,US,2021-04-10 21:31:58
359,Buarcos,40.166,-8.8768,59.0,94,40,2.3,scattered clouds,PT,2021-04-10 21:31:58
360,Bairiki,1.3292,172.9752,80.6,83,75,5.75,light rain,KI,2021-04-10 21:31:58
361,Springdale,36.1867,-94.1288,57.2,71,75,11.5,broken clouds,US,2021-04-10 21:31:59
362,Jimma,7.6667,36.8333,65.17,56,100,2.77,light rain,ET,2021-04-10 21:31:59
363,Kudahuvadhoo,2.6708,72.8944,82.4,75,25,11.34,scattered clouds,MV,2021-04-10 21:31:59
364,Mandalgovi,45.7625,106.2708,34.93,65,8,9.62,clear sky,MN,2021-04-10 21:31:59
365,Cloquet,46.7216,-92.4594,46.99,70,90,9.22,overcast clouds,US,2021-04-10 21:32:00
366,Tuban,-6.8976,112.0649,77.81,88,95,5.01,overcast clouds,ID,2021-04-10 21:32:00
367,Kidal,18.4411,1.4078,88.23,8,0,6.35,clear sky,ML,2021-04-10 21:32:00
368,Khandyga,62.6667,135.6,15.04,87,100,11.41,light snow,RU,2021-04-10 21:32:01
369,Pangkalanbuun,-2.6833,111.6167,74.37,97,74,0.63,broken clouds,ID,2021-04-10 21:32:01
370,Nichinan,31.6,131.3667,48.2,81,75,9.22,broken clouds,JP,2021-04-10 21:32:01
371,Francisco Sa,-16.4758,-43.4883,75.2,53,0,8.05,clear sky,BR,2021-04-10 21:32:02
372,Englewood,39.6478,-104.9878,69.01,13,0,3.0,clear sky,US,2021-04-10 21:32:02
373,Namatanai,-3.6667,152.4333,80.65,82,100,8.23,light rain,PG,2021-04-10 21:32:02
374,Mayo,38.8876,-76.5119,70.0,77,1,6.91,clear sky,US,2021-04-10 21:32:03
375,Mitla,16.9167,-96.4,87.8,14,75,8.05,broken clouds,MX,2021-04-10 21:32:03
376,Fort Wellington,6.4,-57.6,78.69,81,88,8.79,overcast clouds,GY,2021-04-10 21:32:05
377,Rafai,4.95,23.9167,69.62,92,97,0.83,overcast clouds,CF,2021-04-10 21:32:05
378,Najran,17.4924,44.1277,75.2,19,0,4.83,clear sky,SA,2021-04-10 21:32:06
379,Marawi,7.9986,124.2928,75.99,93,97,3.0,overcast clouds,PH,2021-04-10 21:32:06
380,Lamar,33.6668,-95.5836,68.0,42,1,13.8,clear sky,US,2021-04-10 21:32:06
381,Fenoarivo,-18.933,47.4354,64.4,88,20,9.22,few clouds,MG,2021-04-10 21:32:07
382,Bosobolo,4.1833,19.9,77.05,66,92,2.51,overcast clouds,CD,2021-04-10 21:32:07
383,Saint-Georges,12.0564,-61.7485,84.2,70,40,10.36,scattered clouds,GD,2021-04-10 21:32:07
384,Burlington,39.8835,-74.6413,73.4,56,20,5.1,few clouds,US,2021-04-10 21:32:08
385,Lugo,43.0,-7.5,53.01,98,100,5.99,light rain,ES,2021-04-10 21:32:08
386,San Juan,-31.5375,-68.5364,54.25,76,100,17.22,overcast clouds,AR,2021-04-10 21:32:09
387,Krasnyy Chikoy,50.3643,108.7512,27.72,55,100,5.53,overcast clouds,RU,2021-04-10 21:32:09
388,Saint George,37.1041,-113.5841,82.99,8,1,3.44,clear sky,US,2021-04-10 21:31:02
389,Le Port,-20.9373,55.2919,77.0,83,75,12.66,light rain,RE,2021-04-10 21:32:09
390,Dongsheng,39.8161,109.9776,45.37,75,100,11.88,overcast clouds,CN,2021-04-10 21:32:10
391,Gamba,-2.65,10.0,77.38,89,100,3.78,overcast clouds,GA,2021-04-10 21:32:10
392,Torbay,47.6666,-52.7314,33.01,93,90,17.27,snow,CA,2021-04-10 21:32:10
393,Pangnirtung,66.1451,-65.7125,28.33,86,100,3.62,overcast clouds,CA,2021-04-10 21:32:11
394,Ornes,66.8689,13.7078,35.6,87,75,26.46,light rain and snow,NO,2021-04-10 21:32:11
395,Boyabat,41.4689,34.7667,37.83,82,99,4.34,light rain,TR,2021-04-10 21:32:11
396,Hamilton,39.1834,-84.5333,62.01,94,100,1.01,moderate rain,US,2021-04-10 21:28:15
397,Ponerihouen,-21.0833,165.4,77.52,89,100,6.2,overcast clouds,NC,2021-04-10 21:32:12
398,Sindor,62.8629,51.8905,31.5,91,1,7.43,clear sky,RU,2021-04-10 21:32:13
399,Solnechnyy,50.7214,136.6319,41.25,68,100,9.35,moderate rain,RU,2021-04-10 21:32:14
400,Devils Lake,48.1128,-98.8651,59.0,18,1,3.44,clear sky,US,2021-04-10 21:32:14
401,Puerto Escondido,15.85,-97.0667,86.0,70,20,8.05,few clouds,MX,2021-04-10 21:32:14
402,Birao,10.2849,22.7882,79.81,9,81,5.7,broken clouds,CF,2021-04-10 21:32:15
403,Babai,22.7,77.9333,82.72,30,34,8.39,scattered clouds,IN,2021-04-10 21:32:15
404,Vilcun,-38.65,-72.2333,57.2,67,40,2.3,scattered clouds,CL,2021-04-10 21:32:15
405,Moindou,-21.6924,165.677,77.0,94,90,2.3,overcast clouds,NC,2021-04-10 21:32:16
406,Kenai,60.5544,-151.2583,21.2,41,1,11.5,clear sky,US,2021-04-10 21:32:16
407,San Joaquin,37.9333,-121.3011,73.0,40,1,11.5,clear sky,US,2021-04-10 21:32:16
408,Chabahar,25.2919,60.643,76.59,74,0,1.9,clear sky,IR,2021-04-10 21:32:17
409,Broome,42.2506,-75.833,71.6,35,1,10.36,clear sky,US,2021-04-10 21:32:17
410,Quime,-16.9833,-67.2167,53.42,93,100,4.32,overcast clouds,BO,2021-04-10 21:32:17
411,Tamandare,-8.7597,-35.1047,77.68,88,92,9.35,overcast clouds,BR,2021-04-10 21:32:18
412,Hobyo,5.3505,48.5268,82.76,63,6,15.26,clear sky,SO,2021-04-10 21:32:18
413,Whitecourt,54.1502,-115.6855,32.0,69,90,19.57,overcast clouds,CA,2021-04-10 21:32:19
414,Vaitape,-16.5167,-151.75,82.0,71,74,10.78,broken clouds,PF,2021-04-10 21:32:19
415,Praia,14.9215,-23.5087,73.4,60,0,19.57,clear sky,CV,2021-04-10 21:32:19
416,Katangli,51.7102,143.2326,31.32,81,61,7.94,broken clouds,RU,2021-04-10 21:32:20
417,Odweyne,9.4092,45.064,73.92,32,39,6.98,scattered clouds,SO,2021-04-10 21:32:20
418,Abhar,36.1468,49.218,56.05,57,86,3.31,overcast clouds,IR,2021-04-10 21:32:20
419,Bridgton,44.0548,-70.7128,72.0,45,28,3.0,scattered clouds,US,2021-04-10 21:32:21
420,Port Lincoln,-34.7333,135.8667,58.12,65,92,13.69,overcast clouds,AU,2021-04-10 21:32:21
421,Burnie,-41.0667,145.9167,43.0,80,42,18.01,scattered clouds,AU,2021-04-10 21:32:22
422,Brae,60.3964,-1.353,32.0,86,40,4.61,scattered clouds,GB,2021-04-10 21:32:22
423,Skelleftea,64.7507,20.9528,30.99,69,100,6.91,overcast clouds,SE,2021-04-10 21:32:22
424,Port Hardy,50.6996,-127.4199,44.6,53,40,9.22,scattered clouds,CA,2021-04-10 21:32:23
425,Opuwo,-18.0607,13.84,70.83,32,4,9.24,clear sky,NA,2021-04-10 21:31:34
426,Havelock,34.8791,-76.9013,73.99,64,75,10.36,broken clouds,US,2021-04-10 21:32:23
427,Jhunjhunun,28.1307,75.4014,74.3,11,6,4.5,clear sky,IN,2021-04-10 21:32:24
428,San Jose,37.3394,-121.895,73.0,42,75,8.05,broken clouds,US,2021-04-10 21:31:33
429,Beisfjord,68.3751,17.5988,33.8,93,90,21.85,light snow,NO,2021-04-10 21:32:24
430,Caceres,39.522,-6.3748,54.0,92,100,1.01,light rain,ES,2021-04-10 21:32:24
431,Hervey Bay,-25.2986,152.8535,72.0,81,84,1.01,broken clouds,AU,2021-04-10 21:32:25
432,Shingu,33.7333,135.9833,52.11,73,0,6.04,clear sky,JP,2021-04-10 21:32:25
433,Buala,-8.145,159.5921,81.81,75,100,3.71,overcast clouds,SB,2021-04-10 21:32:25
434,Byron Bay,-28.65,153.6167,66.2,68,32,11.5,scattered clouds,AU,2021-04-10 21:28:40
435,Vila Velha,-20.3297,-40.2925,77.0,73,0,5.75,clear sky,BR,2021-04-10 21:32:26
436,Perth,-31.9333,115.8333,64.99,68,100,13.8,overcast clouds,AU,2021-04-10 21:30:37
437,Srednekolymsk,67.45,153.6833,-10.91,94,100,8.01,overcast clouds,RU,2021-04-10 21:32:27
438,Urumqi,43.801,87.6005,51.8,50,0,4.47,clear sky,CN,2021-04-10 21:32:11
439,Pisco,-13.7,-76.2167,73.4,64,0,8.05,clear sky,PE,2021-04-10 21:32:27
440,Poum,-20.2333,164.0167,79.0,81,98,14.29,overcast clouds,NC,2021-04-10 21:32:27
441,Tucurui,-3.7661,-49.6725,78.91,80,86,1.81,overcast clouds,BR,2021-04-10 21:32:28
442,Glyadyanskoye,54.9075,65.0883,33.31,93,95,5.26,overcast clouds,RU,2021-04-10 21:32:28
443,San Pedro,14.35,121.0167,80.01,83,40,3.44,scattered clouds,PH,2021-04-10 21:32:28
444,Cheney,47.4874,-117.5758,48.2,18,75,19.57,broken clouds,US,2021-04-10 21:32:29
445,Filadelfia,39.9523,-75.1638,73.99,64,75,11.5,broken clouds,US,2021-04-10 21:30:12
446,Asau,46.4333,26.4,41.0,44,1,3.24,light rain,RO,2021-04-10 21:32:29
447,Ambon,-3.6954,128.1814,73.4,88,20,9.22,few clouds,ID,2021-04-10 21:32:30
448,Daigo,36.7667,140.35,37.4,87,20,3.44,few clouds,JP,2021-04-10 21:32:30
449,Kodiak,57.79,-152.4072,33.8,69,90,9.22,overcast clouds,US,2021-04-10 21:32:30
450,Viedma,-40.8135,-62.9967,63.0,50,100,4.09,overcast clouds,AR,2021-04-10 21:32:31
451,Fayaoue,-20.65,166.5333,80.58,86,96,15.95,overcast clouds,NC,2021-04-10 21:32:31
452,Thessalon,46.2501,-83.5666,60.8,59,1,8.05,clear sky,CA,2021-04-10 21:32:31
453,Kiunga,-6.1219,141.2906,74.35,97,91,1.9,overcast clouds,PG,2021-04-10 21:32:32
454,Condado,21.8767,-79.8403,86.0,58,37,16.11,scattered clouds,CU,2021-04-10 21:32:32
455,Egvekinot,66.3167,-179.1667,-0.33,76,100,12.91,overcast clouds,RU,2021-04-10 21:32:32
456,Peniche,39.3558,-9.3811,60.01,91,11,3.0,few clouds,PT,2021-04-10 21:27:54
457,Colgong,25.2667,87.2167,77.92,48,0,6.46,clear sky,IN,2021-04-10 21:32:33
458,La Palma,33.8464,-118.0467,79.0,56,75,6.91,broken clouds,US,2021-04-10 21:32:33
459,Lompoc,34.6391,-120.4579,62.6,51,46,18.41,scattered clouds,US,2021-04-10 21:32:33
460,Pendencias,-5.26,-36.7222,82.49,65,89,14.85,overcast clouds,BR,2021-04-10 21:32:34
461,Santa Cruz,-17.8,-63.1667,80.6,74,75,16.11,broken clouds,BO,2021-04-10 21:32:34
462,Sorland,67.667,12.6934,35.87,88,100,26.04,light rain,NO,2021-04-10 21:32:34
463,Zhuanghe,39.7008,122.9911,46.99,89,100,1.01,overcast clouds,CN,2021-04-10 21:32:35
464,Mezen,65.8522,44.24,38.64,88,100,14.74,overcast clouds,RU,2021-04-10 21:32:35
465,Ekibastuz,51.6667,75.3667,33.67,89,60,13.38,broken clouds,KZ,2021-04-10 21:32:35
466,Nacala,-14.5428,40.6728,73.58,96,100,6.71,overcast clouds,MZ,2021-04-10 21:32:36
467,Kiruna,67.8557,20.2251,23.0,74,45,12.66,scattered clouds,SE,2021-04-10 21:32:36
468,Jansath,29.3333,77.85,71.91,16,0,5.97,clear sky,IN,2021-04-10 21:32:36
469,Tazmalt,36.3868,4.3989,61.81,60,100,4.47,overcast clouds,DZ,2021-04-10 21:32:37
470,Valdivia,-39.8142,-73.2459,60.8,51,40,6.91,scattered clouds,CL,2021-04-10 21:30:48
471,Miles City,46.4083,-105.8406,69.8,14,20,11.5,few clouds,US,2021-04-10 21:32:37
472,Jalu,29.0331,21.5482,59.68,26,55,8.95,broken clouds,LY,2021-04-10 21:32:38
473,Camara De Lobos,32.6333,-16.9667,64.4,88,75,2.3,broken clouds,PT,2021-04-10 21:32:38
474,Zyryanka,65.75,150.85,-3.33,90,100,14.65,overcast clouds,RU,2021-04-10 21:32:38
475,Anloga,5.7947,0.8973,84.2,79,20,8.05,few clouds,GH,2021-04-10 21:32:39
476,Jumla,29.2747,82.1838,40.68,23,0,5.26,clear sky,NP,2021-04-10 21:32:39
477,Taman,45.2117,36.7161,44.6,70,100,6.71,overcast clouds,RU,2021-04-10 21:32:39
478,Colquechaca,-18.6667,-66.0167,42.35,62,97,5.68,moderate rain,BO,2021-04-10 21:32:40
479,Boa Esperanca,-21.09,-45.5658,64.87,69,0,2.24,clear sky,BR,2021-04-10 21:32:40
480,Malanje,-9.5402,16.341,64.31,94,100,3.33,overcast clouds,AO,2021-04-10 21:32:40
481,Ewa Beach,21.3156,-158.0072,78.8,53,40,10.36,scattered clouds,US,2021-04-10 21:32:41
482,Lesnoy,57.6198,63.0784,38.1,96,100,10.65,overcast clouds,RU,2021-04-10 21:32:41
483,Rio Muerto,27.4167,-110.2333,82.4,42,20,10.36,few clouds,MX,2021-04-10 21:32:42
484,Onufriyivka,48.9072,33.4487,42.84,45,3,5.99,clear sky,UA,2021-04-10 21:32:42
485,Irati,-25.4672,-50.6511,64.63,69,0,2.26,clear sky,BR,2021-04-10 21:31:01
486,Tombouctou,20.0,-3.0,87.69,10,0,7.83,clear sky,ML,2021-04-10 21:32:42
487,Talara,-4.5772,-81.2719,82.4,61,0,11.5,clear sky,PE,2021-04-10 21:32:43
488,Isabela,6.7085,121.9711,78.8,83,75,5.75,broken clouds,PH,2021-04-10 21:32:43
489,Trincomalee,8.5711,81.2335,81.14,76,64,4.83,broken clouds,LK,2021-04-10 21:32:43
490,Acapulco,16.8634,-99.8901,86.0,66,1,6.91,clear sky,MX,2021-04-10 21:32:44
491,Harper,4.375,-7.7169,80.49,82,99,6.96,overcast clouds,LR,2021-04-10 21:32:44
492,Faya,18.3851,42.4509,66.2,25,20,4.61,few clouds,SA,2021-04-10 21:32:44
493,Muravlenko,63.7898,74.523,32.85,83,96,6.6,overcast clouds,RU,2021-04-10 21:32:45
494,Cacoal,-11.4386,-61.4472,75.07,94,100,0.81,overcast clouds,BR,2021-04-10 21:32:45
495,Aqtobe,50.2797,57.2072,39.2,81,0,8.95,clear sky,KZ,2021-04-10 21:32:45
496,Vanimo,-2.6741,141.3028,78.22,88,100,9.1,overcast clouds,PG,2021-04-10 21:32:46
497,Corning,42.1428,-77.0547,75.2,31,1,13.8,clear sky,US,2021-04-10 21:32:46
498,Great Yarmouth,52.6083,1.7305,41.0,65,84,5.75,broken clouds,GB,2021-04-10 21:32:46
499,Tianmen,30.6516,113.1603,57.2,89,100,3.4,overcast clouds,CN,2021-04-10 21:32:47
500,Ugoofaaru,5.6667,73.0,82.62,68,16,3.87,few clouds,MV,2021-04-10 21:32:47
501,Natal,-5.795,-35.2094,78.8,88,40,5.75,scattered clouds,BR,2021-04-10 21:32:47
502,Tommot,58.9564,126.2925,7.92,91,100,8.75,overcast clouds,RU,2021-04-10 21:32:48
503,Wankaner,22.6167,70.9333,80.38,39,0,7.38,clear sky,IN,2021-04-10 21:32:48
504,Mashhad,36.297,59.6062,62.6,39,0,6.91,clear sky,IR,2021-04-10 21:32:48
505,Huilong,31.8111,121.655,59.0,90,100,5.99,overcast clouds,CN,2021-04-10 21:32:49
506,Koundara,12.4833,-13.3,91.58,20,2,6.46,clear sky,GN,2021-04-10 21:32:49
507,Zhanaozen,43.3,52.8,67.06,25,7,19.13,clear sky,KZ,2021-04-10 21:32:50
508,Mangan,27.5167,88.5333,61.72,49,4,8.25,clear sky,IN,2021-04-10 21:32:50
509,Aswan,24.0934,32.907,64.51,25,0,17.31,clear sky,EG,2021-04-10 21:32:50
510,Yumen,40.2833,97.2,49.46,50,84,14.52,broken clouds,CN,2021-04-10 21:32:51
511,Oyama,36.3,139.8,50.0,87,20,3.44,few clouds,JP,2021-04-10 21:32:51
512,Torbat-E Jam,35.244,60.6225,64.72,31,24,7.27,few clouds,IR,2021-04-10 21:32:51
513,Denpasar,-8.65,115.2167,78.8,89,40,3.44,scattered clouds,ID,2021-04-10 21:30:05
514,Matara,5.9485,80.5353,76.82,84,27,2.24,scattered clouds,LK,2021-04-10 21:32:52
515,Olafsvik,64.8945,-23.7142,39.16,91,100,12.57,overcast clouds,IS,2021-04-10 21:32:52
516,Drawsko Pomorskie,53.5306,15.8097,37.0,72,98,1.01,overcast clouds,PL,2021-04-10 21:32:52
517,Tecoanapa,16.5167,-98.75,84.76,53,0,12.33,clear sky,MX,2021-04-10 21:32:53
518,Bom Jesus,-9.0744,-44.3586,81.41,50,98,3.74,overcast clouds,BR,2021-04-10 21:32:53
519,Yulara,-25.2406,130.9889,60.8,48,0,9.22,clear sky,AU,2021-04-10 21:32:53
520,Ostrovnoy,68.0531,39.5131,32.47,84,47,24.74,scattered clouds,RU,2021-04-10 21:32:54
521,Huejuquilla El Alto,22.6,-103.8667,85.68,6,3,18.41,clear sky,MX,2021-04-10 21:32:54
522,Bahia Honda,22.9036,-83.1592,83.73,64,59,15.05,broken clouds,CU,2021-04-10 21:32:54
523,Houma,29.5958,-90.7195,73.4,73,90,9.22,overcast clouds,US,2021-04-10 21:32:20
524,Mangrol,21.1167,70.1167,78.06,69,0,10.56,clear sky,IN,2021-04-10 21:32:55
525,Russkaya Polyana,49.417,31.9201,40.75,49,0,3.67,clear sky,UA,2021-04-10 21:32:55
